tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,codigo_provincia,provincia,codigo_canton,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion,antecedentes
ASESINATO,ZONA 5,SANTA ELENA,LIBERTAD SALINAS,5 DE JUNIO,24D02C03S01,5 DE JUNIO 1,24,SANTA ELENA,2402,LA LIBERTAD,"-223,041",-80.91103,URBANO,VÍA PÚBLICA,PUBLICO,10/10/2024,23:55:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,LIBERTAD SALINAS,5 DE JUNIO,24D02C03S01,5 DE JUNIO 1,24,SANTA ELENA,2402,LA LIBERTAD,"-223,041",-80.91103,URBANO,VÍA PÚBLICA,PUBLICO,10/10/2024,00:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,UNIÓN LOJANA,07D05C05S02,UNIÓN LOJANA 2,7,EL ORO,707,HUAQUILLAS,"-347,783",-80.21603,RURAL,VÍA PÚBLICA,PUBLICO,10/10/2024,18:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,BACH TEC/INDUS/ELECT,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,PARAÍSO LA FLOR,09D08C03S01,PARAÍSO LA FLOR 1,9,GUAYAS,901,GUAYAQUIL,"-210,417",-79.95951,URBANO,VÍA PÚBLICA,PUBLICO,10/10/2024,06:00:00,ARMA BLANCA,OTRO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,LA HERRADURA,09D24C04S01,LA HERRADURA 1,9,GUAYAS,907,DURAN,"-215,883",-79.79125,URBANO,VÍA PÚBLICA,PUBLICO,10/10/2024,06:00:00,ARMA BLANCA,CORTO PUNZANTE,DELINCUENCIA COMÚN,ROBO DE MOTOS,HERIDA POR ARMA BLANCA,40,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S03,ANTEPARA 3,9,GUAYAS,901,GUAYAQUIL,"-220,821",-79.92054,URBANO,CASA/VILLA,PRIVADO,10/10/2024,22:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S03,ANTEPARA 3,9,GUAYAS,901,GUAYAQUIL,"-220,821",-79.92054,URBANO,CASA/VILLA,PRIVADO,10/10/2024,23:14:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S03,ANTEPARA 3,9,GUAYAS,901,GUAYAQUIL,"-220,821",-79.92054,URBANO,CASA/VILLA,PRIVADO,10/10/2024,22:25:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,GARAY,09D03C04S03,GARAY 3,9,GUAYAS,901,GUAYAQUIL,"-219,295",-79.89864,URBANO,VÍA PÚBLICA,PUBLICO,10/10/2024,22:15:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,ANTEPARA,09D03C06S03,ANTEPARA 3,9,GUAYAS,901,GUAYAQUIL,"-220,821",-79.92054,URBANO,CASA/VILLA,PRIVADO,10/10/2024,22:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,SUCUMBÍOS,SHUSHUFINDI,SHUSHUFINDI CENTRO,21D04C02S01,SHUSHUFINDI CENTRO 1,21,SUCUMBÍOS,2104,SHUSHUFINDI,"-0,19071",-76.65216,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:35:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,BACHILLER ELECTROMEC,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,SUCUMBÍOS,SHUSHUFINDI,SHUSHUFINDI CENTRO,21D04C02S01,SHUSHUFINDI CENTRO 1,21,SUCUMBÍOS,2104,SHUSHUFINDI,"-0,19071",-76.65216,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:35:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,OBRERO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,SUCUMBÍOS,SHUSHUFINDI,SHUSHUFINDI CENTRO,21D04C02S01,SHUSHUFINDI CENTRO 1,21,SUCUMBÍOS,2104,SHUSHUFINDI,"-0,19071",-76.65216,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:35:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,SUCUMBÍOS,SHUSHUFINDI,SHUSHUFINDI CENTRO,21D04C02S01,SHUSHUFINDI CENTRO 1,21,SUCUMBÍOS,2104,SHUSHUFINDI,"-0,19071",-76.65216,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:35:00,ARMA DE FUEGO,OTROS ARMA LARGA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LA PRADERA,13D02C02S02,LA PRADERA 2,13,MANABÍ,1308,MANTA,"-0,97879",-80.69233,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,19:43:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LA PRADERA,13D02C02S02,LA PRADERA 2,13,MANABÍ,1308,MANTA,"-0,97879",-80.69233,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,19:43:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LA PRADERA,13D02C02S02,LA PRADERA 2,13,MANABÍ,1308,MANTA,"-0,9786",-80.68963,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,PIMOCHA,12D01C11S01,PIMOCHA 1,12,LOS RÍOS,1201,BABAHOYO,"-175,468",-79.52358,RURAL,HACIENDAS,PRIVADO,09/10/2024,20:00:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 6,AZUAY,CUENCA SUR,MOLLETURO,01D02C10S01,MOLLETURO 1,1,AZUAY,101,CUENCA,"-275,352",-79.40797,RURAL,VÍA PÚBLICA,PUBLICO,09/10/2024,11:00:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMÚN,ROBO A UNIDADES ECONÓMICAS,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 6,AZUAY,CUENCA SUR,MOLLETURO,01D02C10S01,MOLLETURO 1,1,AZUAY,101,CUENCA,"-275,352",-79.40797,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,11:00:00,OTROS,EXPLOSIVOS,DELINCUENCIA COMÚN,ROBO EN EJES VIALES O CARRETERAS,QUEMADURAS,53,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,ARENILLAS,07D05C02S01,ARENILLAS 1,7,EL ORO,702,ARENILLAS,"-354,951",-80.05995,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,13:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,ROCAFUERTE,07D02C11S01,ROCAFUERTE 1,7,EL ORO,701,MACHALA,"-325,773",-79.96048,URBANO,CAFETERIAS,PRIVADO,09/10/2024,14:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,52,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,EMPLEADO,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,NUEVO PILO,07D02C02S01,NUEVO PILO 1,7,EL ORO,701,MACHALA,"-326,944",-79.96815,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,17:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,NUEVO PILO,07D02C02S01,NUEVO PILO 1,7,EL ORO,701,MACHALA,"-326,944",-79.96815,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,17:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,23,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 7,EL ORO,SANTA ROSA,SANTA ROSA OESTE,07D06C05S01,SANTA ROSA OESTE 1,7,EL ORO,712,SANTA ROSA,"-345,464",-79.96366,URBANO,CASA/VILLA,PRIVADO,09/10/2024,18:55:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,LOJA,SABANILLA,EL ARENAL,11D04C03S01,EL ARENAL 1,11,LOJA,1110,PUYANGO,"-386,499",-79.99249,RURAL,QUEBRADAS,PUBLICO,09/10/2024,18:00:00,OTROS,NINGUNA,DELINCUENCIA COMÚN,ABIGEATO,ESTRANGULACION,78,A,MUJER,FEMENINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,QUEHACER. DOMESTICOS,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,CENTRO,09D24C02S02,CENTRO 2,9,GUAYAS,907,DURAN,"-217,529",-79.84546,URBANO,EMPRESAS PUBLICAS,PRIVADO,09/10/2024,07:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,EMPLEADO PRIVADO,SIN_DATO,SIN_DATO
HOMICIDIO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,SAN FRANCISCO,09D07C07S02,SAN FRANCISCO 2,9,GUAYAS,901,GUAYAQUIL,"-20,525",-79.94413,URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO,09/10/2024,00:00:00,ARMA CONTUNDENTE,OBJETO CONTUSO,DELINCUENCIA COMÚN,AMENAZA,HERIDAS CONTUSAS,35,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,OBRERO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S03,NUEVA PROSPERINA 3,9,GUAYAS,901,GUAYAQUIL,"-212,241",-79.96547,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,01:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S05,RECREO 5,9,GUAYAS,907,DURAN,"-216,862",-79.80252,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,48,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S05,RECREO 5,9,GUAYAS,907,DURAN,"-216,862",-79.80252,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,57,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S05,RECREO 5,9,GUAYAS,907,DURAN,"-216,862",-79.80252,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S05,RECREO 5,9,GUAYAS,907,DURAN,"-216,862",-79.80252,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,NO DETERMINADO,NO DETERMINADO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S05,RECREO 5,9,GUAYAS,907,DURAN,"-216,862",-79.80252,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,64,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,OBRERO,INICIAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S05,RECREO 5,9,GUAYAS,907,DURAN,"-216,862",-79.80252,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,52,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,CHOFER PROFESIONAL,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S05,RECREO 5,9,GUAYAS,907,DURAN,"-216,862",-79.80252,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,QUEHACER. DOMESTICOS,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,CENTRO,09D24C02S03,CENTRO 3,9,GUAYAS,907,DURAN,"-216,759",-79.84863,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,18:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,53,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,ABOGADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVO GUAYAQUIL,09D08C06S01,NUEVO GUAYAQUIL 1,9,GUAYAS,901,GUAYAQUIL,"-211,435",-79.97572,URBANO,VÍA PÚBLICA,PUBLICO,09/10/2024,13:15:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,50,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
FEMICIDIO,ZONA 9,D.M. QUITO,CALDERÓN,BELLAVISTA DE CALDERÓN,17D02C04S01,BELLAVISTA DE CALDERÓN 1,17,PICHINCHA,1701,QUITO,"-0,07687",-78.41536,URBANO,CASA/VILLA,PRIVADO,09/10/2024,03:00:00,CONSTRICTORA,CUERDA,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,ESTRANGULACION,34,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,SIN_DATO,SIN_DATO
ASESINATO,ZONA 1,IMBABURA,VALLE DEL AMANECER,LOS LAGOS,10D02C06S01,LOS LAGOS 1,10,IMBABURA,1004,OTAVALO,"0,23073",-78.26843,URBANO,VÍA PÚBLICA,PUBLICO,08/10/2024,00:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,EMPLEADO PARTICULAR,SIN_DATO,SIN_DATO
ASESINATO,ZONA 2,ORELLANA,ORELLANA LORETO,COCA OCCIDENTE,22D02C05S04,COCA OCCIDENTE 4,22,ORELLANA,2201,ORELLANA,"-0,43056",-76.99484,URBANO,CASA/VILLA,PRIVADO,08/10/2024,17:30:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACH TEC/INDUS/ELECT,SIN_DATO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,TARQUI,13D02C04S03,TARQUI 3,13,MANABÍ,1308,MANTA,"-0,9547",-80.7097,URBANO,VÍA PÚBLICA,PUBLICO,08/10/2024,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,27,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BACHILLERATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,YAGUACHI,YAGUACHI SUR,09D21C01S01,YAGUACHI SUR 1,9,GUAYAS,920,SAN JACINTO DE YAGUACHI,"-211,456",-79.75644,RURAL,BOSQUE Y RESERVAS ECOLÓGICAS,PUBLICO,08/10/2024,00:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,EVASION DE LA JUSTICIA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILL. EN CIENCIAS,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,NARANJAL BALAO,TAURA,09D12C06S02,TAURA 2,9,GUAYAS,911,NARANJAL,"-239,074",-79.63762,RURAL,TERRENO BALDIO,PUBLICO,08/10/2024,09:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 6,CAÑAR,LA TRONCAL,TRONCAL CENTRO,03D03C02S01,TRONCAL CENTRO 1,3,CAÑAR,304,LA TRONCAL,"-234,938",-79.31205,RURAL,MAR,PUBLICO,08/10/2024,09:00:00,ARMA BLANCA,MACHETE,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA BLANCA,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,MACHALA,PUERTO BOLÍVAR,07D02C17S02,PUERTO BOLÍVAR 2,7,EL ORO,701,MACHALA,"-325,564",-79.98984,URBANO,VÍA PÚBLICA,PUBLICO,08/10/2024,15:00:00,ARMA BLANCA,OTRO,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA BLANCA,27,A,HOMBRE,MASCULINO,SIN_DATO,SOLTERO,ECUADOR,NINGUNA,EMPLEADO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FORTIN,09D08C02S03,FORTIN 3,9,GUAYAS,901,GUAYAQUIL,"-211,169",-79.95895,URBANO,VÍA PÚBLICA,PUBLICO,08/10/2024,00:15:00,ARMA BLANCA,MACHETE,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,FORTIN,09D08C02S03,FORTIN 3,9,GUAYAS,901,GUAYAQUIL,"-211,169",-79.95895,URBANO,VÍA PÚBLICA,PUBLICO,08/10/2024,00:15:00,ARMA BLANCA,MACHETE,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,SIN_DATO,SIN_DATO,HOMBRE,MASCULINO,MESTIZO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S02,RECREO 2,9,GUAYAS,907,DURAN,"-217,718",-79.8066,URBANO,VÍA PÚBLICA,PUBLICO,08/10/2024,11:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,39,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTUDIANTE,BASICA,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,RECREO,09D24C05S02,RECREO 2,9,GUAYAS,907,DURAN,"-217,718",-79.8066,URBANO,VÍA PÚBLICA,PUBLICO,08/10/2024,11:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRAFICO INTERNOS DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILL. EN CIENCIAS,SIN_DATO,SIN_DATO
